intent|prompt
Animación|Planeta 51 es la prueba plausible de que cada vez es menor la distancia que a nivel gráfico separa a las superproducciones de Disney, Pixar y Dreamworks de las películas de animación más austeras. Es irrefutable que la película de los españoles Jorge Blanco y Javier Abad consigue unos efectos visuales, en lo que a movimiento, volumen, profundidad y diseño, equiparables a los trabajos de Brad Bird, Andrew Stanton o Andrew Adamson. Ahora bien, ¿acaso Los increíbles, Wall-e o Shrek (por citar algunos ejemplos) han pasado a la historia de la animación únicamente por la calidad técnica que sin duda atesoran? La respuesta es: rotundamente NO. Además de estos valores técnicos indispensables para ser consideradas obras maestras de la animación, estas películas han hecho gala de un conocimiento del lenguaje cinematográfico, de una sensibilidad y de una trascendencia discursiva tales que la peyorativa etiqueta de “infantil”, que tradicionalmente acompaña a las llamadas películas de “dibujos animados”,  ha comenzado a ponerse en entredicho seriamente. ¿Posee Planeta 51 estas cualidades extraordinarias que marcan la edad adulta de la animación para todos los públicos? Ni por asomo. Esta producción hispano-británica es una historia de temática alienígena en la que los roles se invierten. ¿Y si fuéramos nosotros los visitantes y no los visitados? ¿Y si un astronauta de la NASA aterrizara en un planeta habitado por una civilización avanzada? ¿Y si la concepción que tiene esa civilización extraterrestre sobre los alienígenas fuera igual de recelosa, prejuiciosa y fantasiosa que la nuestra? En base a estos términos, y recurriendo conscientemente a todos los tópicos habidos y por haber, Planeta 51 rinde obligado homenaje a las principales películas sobre extraterrestres, desde la ciencia ficción de los años 50 (Them!, La guerra de los mundos, El experimento del Dr. Quatermass, Ultimátum a la Tierra…) hasta E.T. y Alien. Sin embargo, los guiños cinéfilos no consiguen que Planeta 51 se desmarque lo suficiente de ese tono superficial e infantil del que Ratatouille, Up O Wall-e sí se desprendieron.
Animación|"Empiezo la crítica con la idea que considero principal: ""Planet 51"" no es tan mala como pueden hacer creer algunas críticas norteamericanas. Es más, si eres aficionado a la animación te recomiendo verla, y si no lo eres y sólo buscas pasar un rato entretenido, también.Técnicamente la película es una maravilla, se nota el dinero invertido y el esfuerzo e ilusión de sus animadores y técnicos. El diseño de personajes en algún caso es algo estereotípico, aunque de esto igual habría que culpar al guión por no presentar caracteres más originales.La historia parte de un concepto simpático, eso sí,  muy americano y muy poco español, que al principio parece que va a ofrecer un muy saludable entretenimiento. A pesar de que algunos gags no son muy inspirados, los primeros treinta minutos son, en general, bastante divertidos. Después la historia pierde fuelle y el potencial de los personajes está un tanto desaprovechado. Todos tienen algo de carisma que en demasiados casos no está explotado pero personalmente me quedo con los secundarios como Rover (que recuerda mucho a Wall-E pero no importa mucho), Ripley (que debería salir más) o Skiff. El villano (cuyo nombre no recuerdo, el personaje que dobla Gary Oldman en el original) tampoco está mal. En cuanto a los dos protagonistas tienen sus momentos, pero su relación está basada en un desarrollo demasiado típico de 'buddy movie' y el caracter de ambos es en exceso superficial y adolescente, especialmente en el caso del astronauta, que a veces es cachondo pero es demasiado unidimensional.El argumento pierde fuelle al de un rato y hay un cierto abuso de los homenajes a otras películas, pero personalmente creo que no alcanza el momento crítico en el que llegue a aburrir o molestar.En definitiva no es ninguna obra maestra pero muestra el potencial de los estudios Ilion si se trabajan un poco más el guión, no es mucho peor que varias películas de animación americanas (que sí, en Pixar son muy buenos, pero Bluesky, Sony o Dreamworks algunas veces tampoco ofrecen historias mucho mejores que Planet 51). Estéticamente está muy currada y es agradable y tiene ramalazos de ingenio que divierten y hacen reír.Prefiero el guión de El lince perdido (una película infantil pero con una historia mejor construida), pero la inversión que han realizado en promoción y en técnica en este filme supone un hito en nuestro cine animado y el resultado es interesante y digno para cualquier aficionado al medio, que debería tener suficientes motivos para acercarse al cine. Lo de ""prescindible"" en el título de mi crítica va sobre todo dirigido al público menos aficionado a la animación, que vaya pensando más en el argumento que en la técnica o la estética. Para ellos es una historia que pueden dejar pasar, pero que tampoco les hará daño, y a los niños creo que les agradará."
Comedia|"A veces me siento como en otro plano astral respecto a los ""críticos profesionales"" de cine. Esta sensación se multiplica cuando se trata de películas patrias: mitad porque suelo leer más sobre ellas, mitad porque creo que hay demasiado cruces de intereses en el sector. Y que nadie se confunda, me encanta el cine español. El buen cine español. Para no enrollarme más, concluiré comentando que con ""Lo dejo cuando quiera"" había puesto esperanzas al ver las reacciones, positivas en su inmensa mayoría, de estos (supuestos) profesionales. ""Quizá no sea otra comedia cutre más de esas en las que te destripan los cuatro chistes contados en el tráiler, aunque una vez más sea ""la cadena amiga"" quien ponga la pasta y la publicidad desmesurada"", pensé. Craso error.Antes de nada voy con lo que considero más importante en una comedia: el humor. Sí, muy subjetivo y tal, de acuerdo, pero también muy tangible y opinable. ""Un humor muy negro"", ""chistes irreverentes"". Esto son menciones literales sobre la película. ¿Suena bien, verdad? Claro, el único problema es que es completamente falso. Lo de siempre. Chistes escatológicos, sexuales, algún que otro insulto. Todo manido al máximo. No sé dónde está el humor negro o la irreverencia en una escena de vómitos incontrolables o en enseñar un pene y unas tetas en pantalla. Qué transgresor todo, ¿eh?La película la levanta como puede el reparto, algo que tiene mérito teniendo en cuenta los diálogos y la trama que han tenido que defender. No debe ser fácil hacer algo decente con semejante material. Como digo, el trabajo de interpretación en general muy bueno. Ernesto Sevilla haciendo de Ernesto Sevilla (a mí me fascina, pero entiendo que puede no ser para todo el mundo), un gran David Verdaguer, que personalmente ha sido una muy buena sorpresa, Ernesto Alterio quizá demasiado histriónico y sobrecargado con el paso de los minutos y por ahí también andan Miren Ibarguren y Cristina Castaño, con papeles más secundarios, pero a buen nivel. Dejo para el final a Carlos Santos, que sinceramente me ha parecido de lo peor de la película. Todos sus chistes y chascarrillos excesivamente forzados y fuera de tiempo. Muy mal. Y mención aparte para Mero González en el papel de Jota. En serio, horrible sería quedarme corto con su actuación.No he hablado mucho de la trama, aunque tampoco hay demasiado que comentar. Lo que más destacable me parece es su crítica hacia todo lo que rodea a la universidad en España hoy en día. Mucho postureo por fuera, pero mucha mierda por dentro. En ese sentido se agradece la crítica social. Lo que más sobra unas subtramas románticas insulsas, precipitadas y muy poco creíbles. El amor nunca sobra si está bien justificado y plasmado, pero metido con calzador resta más que suma. Ese es el caso en ""Lo dejo cuando quiera"". Por lo demás, el apartado técnico tiene cosillas interesantes, como un montaje dinámico y original, especialmente en las escenas iniciales de los efectos de las drogas en los protagonistas. La banda sonora también acompaña bien."
Animación|"El título de mi crítica induce a pensar en términos de crítica moralistas, sí...Lo sé. Y lo peor, es que de eso se trata...Una película, desde mi punto de vista, no debería valorarse exclusivamente en términos técnicos, o cinematográficos, sino como conjunto...Por supuesto, la realización en términos de animación, es buena, la historia, estúpida y poco original, pero el modo de contar la historia, amén de las alusiones apestosas explícitas, es yanqui, yanqui, yanqui....Lo cual, desde mi punto de vista, conduce a una pérdida de puntos inevitable...Pero, lo que justifica el título de mi crítica, es la continuada muestra y defensa de valoraciones despectivas y justificaciones al acoso del niño pelirrojo, uno de los tres protagonistas del filme. Alusiones irresponsables estas, que se constituyen en la esencia del guión, echando por tierra el arduo trabajo realizado por tantos y tantos profesionales contra el bullying o las discriminaciones por el aspecto físico. No olvidemos que se trata de una película dirigida a niños.La guinda del pastel aparece a los pocos minutos del inicio, cuando el niño pelirrojo, al que por supuesto no se le llama por su nombre, como a los otros personajes, sino por el mote ofensivo de ""Zanahorio"", se pregunta ingenuamente qué tendrá el niño triunfador del equipo contrario que no tenga él, recibiendo la ""indignante"" respuesta, por parte de la niña, también de unos 7 años y que hace las veces de ""guapa"" de la película (con morritos y poses propios de una edad más avanzada) de “¿no será que ese chico está bueno y cachas, y tú no?”Yo me pregunto, si estas películas, infladas de valores discriminadores y superficiales, son las que ven nuestros niños, ¿qué sociedad estamos construyendo?Sí, puede parecer moralista mi crítica...y lo es...porque estamos valorando una cinta dedicada a un público infantil, y que están viendo millones de niños...Mi opinión es que este tipo de basura no merece ni ser considerada cine."
Comedia|He nacido en España, soy español, he vivido en muchas ciudades de nuestra geografía y llevo viendo toda mi vida tipos como torrente, y cuando vi la película me percaté, sin dejar de reír ni siquiera por un segundo, de que Santiago Segura había dado en el clavo.  Si es cierto, desde el año ochenta y seis estamos en la Unión Europea, somos muy modernos, educados y un montón de cosas más. Pero cuando salgo a la calle y escucho al sesentón fascistilla hablar con nostalgia de gloriosas épocas pasadas, o al cani de turno cargado de oro y hablando a voz en grito; al ciudadano bien, que después de emborracharse en un bar, pega a su mujer, pero no duda en criticar a los drogadictos. O simplemente entro en un restaurante chino, y he de llevarme un bollo de pan, ya que después de residir más de treinta años entre nosotros, siguen poniendo ese grasiento pan chino, pues mira, he de reconocer que la mayoría de la imagen que se da, sólo es de cara a la galería, y que a la mugrienta fachada, tan solo le han dado una delgada capa de pintura. ¿Qué ocurre?, ¿Qué con Torrente se ha rascado un poco en la pintura, y nos hemos visto a nosotros mismos?, a que viene el escándalo, si así es como somos. Dejemos de alborotarnos, y a divertirse, que como alguien dijo alguna vez, para reírte de los demás, empieza por hacerlo de ti mismo.
Comedia|Que el cine es algo muy personal, es indiscutible. Tan indiscutible como que con un presupuesto bajo, Santiago Segura, logró la que fue película mas taquillera del cine Español durante mucho tiempo. Esto es un dato relevante o irrelevante, depende de por donde se mire, porque cuando una película pertenece al llamado cine de calidad y encima es taquillera, es otro elemento que refuerza que es una obra maestra. Por el contrario cuando una película pertenece al llamado género “basura” y es taquillera, refuerza el argumento de que es una basura porque va a verla toda clase de gente.La gente que crítica, se basa su crítica básicamente en decir que es cine basura y que el tío es un cerdo.Con respecto al primer punto hemos de reflexionar que es el cine basura, porque que yo sepa, esta película no carece de argumento y el guión goza de una buena dosis de sarcasmo e inteligencia. El sarcasmo salta a la vista, y la inteligencia la tiene porque el guión es simple y al alcance de todo el mundo, pero nunca a nadie se le ocurrió plasmar las cosas de esa manera, porque dicho sea de paso, Torrente es original, escarba en otro tipo de humor, basado en lo cotidiano y a veces en lo grotesco y desagradable, pero son factores que están ahí, y en esta película se explotan.No hacen falta fórmulas extremadamente complicadas para crear una buena película: algo complicado puede ser detestable y algo simple puede ser magnífico y viceversa.También cabe mencionar las magníficas interpretaciones de Tony Leblanc y Javier Cámara, o... ¿eso tampoco cuenta?.
Drama|"Se comprende por qué ""Mientras dure la guerra"" ha sido acogida con rabia por la derecha (en muchos casos sin ni siquiera verla) y con frialdad por la izquierda. Y es que la película de Amenábar supone un  esfuerzo conciliador, respetuoso,  sincero y no exento de amargura poco visto en el cine español. Como historiador no entraré en los posibles fallos y licencias; siempre es mejor un libro y la verdad histórica, pero cierto es que una película puede transmitir enormemente. Y con eso me quedo: con la plasmación de quienes como Unamuno que, lúcidos y siempre críticos, sintieron el desamparo de saberse en tierra de nadie, entre dos radicalismos, aunque fueran de corazón republicano; es decir, la Tercera España (tal vez quien mejor simboliza este sentimiento es Chaves Nogales). Excelente Elejalde como Unamuno, correcto Eduard en un papel nada fácil como el del chalado de Millán Astray. Excepcional fotografía,  interesantísimos diálogos y soberbio clímax final, sin olvidarse de algunas escenas que emocionan como cuando Unamuno discute con su amigo de izquierdas en la soledad del campo y suena una guitarra. Duelo a garrotazos sin violencia.No te gustará si eres de izquierdas y quieres que los republicanos sean, como siempre, seres de luz que recitan a Machado, mientras los nacionales son meras caricaturas. Tampoco te gustará si eres tan de derechas que a Franco ni la Legión ni tocarles y sólo quieres una nueva versión de ""Raza"". Te gustará si te duele España."
Drama|Una de las cosas que más me ha gustado de esta película es que es una cinta profundamente molesta. De las que causa picadura y ciertos sarpullidos. Ahora que por fin se va a proceder a la exhumación del dictador perjuro Franco, con acuerdo de los tres poderes del Estado, esta película viene de perlas. Y viene de perlas porque tiene los aciertos de presentar a los sublevados no como un bloque monolítico, sino como un cúmulo diverso de gente con diversas motivaciones y causas que no fueron lo suficientemente hábiles para superar a Franquito yendo a lo suyito, y que al final, la pura real politik y el confiar en la cadena de mando es lo que llevó a Franco a ser el generalísimo de los ejércitos y ostentar la jefatura del Estado y del Gobierno. Amenabar se documenta bien y las escenas del film beben directamente de la documentación de grandes historiadores como Ángel Viñas, Paul Preston o Ian Gibson.También tiene acierto, al mostrar en la figura de Unamuno que la República no era ni mucho menos perfecta y que distaba de serlo, pero al menos trataba de construir una democracia en un contexto geopolítico cuanto menos convulso. Sea como fuere, el resultado fue que acabamos con casi 40 años de dictadura militar en torno a la figura de Franco. Que este señor ha condicionado el destino del país en su pasado, presente y futuro y que sus iras sanguinolentas no conocían de variaciones sobre su melodía.Amenábar tiene el acierto de no mostrar la violencia gráfica, pero de sugerirla. La fotografía de la película y las localizaciones empleadas para ello transmiten un tono de increíble veracidad y el elenco escogido es sencillamente perfecto. Karra Elejalde se convierte literalmente en Unamuno desapareciendo el actor y emergiendo el literato. Les podrá extrañar la forma en la que se ha tratado a Millán Astray, pero la verdad es que ese tipo era un esperpento con patas en sus modos y formas de ser y comportarse, bravatas encolerizadas incluidas.Mientras dure la guerra es una película necesaria por las dudas que muestra, por la óptica en la que se enfoca y por centrar al personaje de Unamuno en esta etapa convulsa y tumultuosa de nuestra Historia. Además de reivindicar la figura y condición de la intelectualidad, que cada vez se muestra más atacada y más impopular en estos tiempos y días. Y es que nos queda muchísimo por superar.PD: Por cierto, añado que el diario ABC ha publicado una lista con 18 errores históricos de la película, en un burdo intento de deslegitimarla. Los errores más bien responden a cambios en post de la dramatización más que a errores en sí mismo y que por supuesto no cambian en absoluto el tono de la cinta. Y hay que incidir que aunque una película sea histórica, no deja de ser una obra de creación y siempre va a haber un punto de inventiva. No es un documental ni una tesis doctoral, tampoco es un manual de Historia. Es un filme que busca relatar un acontecimiento histórico y que lo hace bastante bien.
Drama|No te puedes sumergir  en el  pasado con la mirada y los valores del presente, sobre todo cuando  es tan cruento, tan ajeno al mundo de las ideas.  Esta película no trata sobre una  guerra civil  de padres contra hijos, de hermanos contra hermanos, el  horror que provocó ni siquiera se atisba. Más bien intenta transportar  a Unamuno hasta nuestros días, para reflejar su arrepentimiento  por haber traicionado a su República, por haber apoyado el alzamiento de Franco, para hacernos reflexionar sobre sus contradicciones políticas, sobre su vigencia.  Por una parte el director aboga decididamente  por la reconciliación entre las dos Españas, portadoras por igual  de la misma enfermedad (siempre según palabras del  propio Unamuno en su último y redentor discurso), pero al mismo tiempo parece trasladarnos que estamos igual que hace 80 años, como si nada hubiera cambiado, desdeñando la convivencia pacífica de los últimos 40 años, como si no nos hubiéramos concedido  una democracia más que consolidada, como si las dos Españas no cohabitaran pacífica y democráticamente. Cuidado, parece que nos advierte, no nos equivoquemos como le ocurrió  al mismísimo Unamuno.  De alguna manera esa eterna y cainita lucha entre la derecha y la izquierda siga viva, pero en paz se pueden confrontar ideas. En una guerra, la muerte es el resultado de la confrontación, la de hombres, mujeres y niños. Son las personas, no sus  ideas, las que sufren y sangran. Cuantos jóvenes empuñaron un arma sin saber lo que eran  la izquierda o la derecha, sin interesarles siquiera? O estaban en un bando pero simpatizaban con el otro?  Nunca he compartido esa visión casi romántica de unos españoles que están dispuestos a morir  por defender sus ideas, aunque sólo sea porque también están dispuestos a matar para imponerlas. Para mí las ideas siempre han sido más bien el pretexto para iniciarlas, las primeras armas que se utilizan cuando ya ha empezado, como de alguna manera recoge la película al mostrarnos cómo Franco se apropia en  su beneficio de algunas  ideas de Unamuno, como si alguna pudiera justificar su alzamiento,  la guerra que inició, la  segura y  temprana muerte de cientos de miles de personas. El detonante, lo que la desencadena,  es el odio, el desprecio, la intolerancia, la necesidad patológica que tenemos de sentirnos mejor que los demás, ya sea por una cuestión  territorial,  étnica,  religiosa, ideología etc. Cuando más odio respiramos, más nos escondemos detrás de nuestras ideas, con más fanatismo las defendemos. Con el tiempo las ideologías van desechando unas  ideas y adoptando otras, pero el odio y el desprecio del ser humano siempre tienen la misma naturaleza, provocan idéntico horror. Sí, hay que  controlar que no reverdezcan  actitudes que se han revelado dramáticas para  nuestra convivencia. Y también  habrá que vigilar las emociones negativas (fundamentalmente un supremacismo cargado de desprecio)  que se esconden  detrás de ideas (el nacionalismo ) que sólo buscan la confrontación entre personas, por más que nos las presenten  tan modernamente  camufladas que ni las reconocemos. No estamos igual que hace 80 años ni de lejos, ni nos acechan los mismos fantasmas. Por lo demás, en su aspecto más formal, la película está hecha por alguien que entiende y domina el arte cinematográfico. Y no resulta pesada,  por más que pueda parecerlo; es incluso amena. Está hecha con pasión y con corazón,  pero su contención acaba por convertirla en tibia. No consigue  transmitir demasiadas emociones.
Drama|Cómo buen aficionado al cine y a la historia en general (y más sobre un periodo tan histórico y trágico para este país como fué la guerra civil) decidí ir al cine libre de prejuicios , aunque he de reconocer que no con mucho entusiasmo debido a los pobres filmes realizados por Amenabar en está última década.Lo que allí en la sala me encontré lo profundizaré en zona spoilers , aunque sea imposible desgranar todos los ápices de este film en unas cuantas líneas.
Comedia|Dieciséis años distan desde la primera entrega de la mítica saga Torrente hasta la quinta y última -hasta el momento-. Ha sobrepasado a varias generaciones y, a pesar de las continuas y constantes críticas, la esencia sigue funcionando y haciendo de reír, “que al fin y al cabo es lo más importante y lo que pretendo con mis comedias”, según declaraciones del director, guionista y actor principal: Santiago Segura.El argumento no tiene mucho misterio: Torrente reúne a un equipo de inadaptados, a los que él considera un gran equipo, para atracar uno de los casinos más importantes de la ficticia Eurovegas.  Sin embargo, lo que resulta más llamativo de la película es el hecho de transportarnos a un futuro cercano, como es 2018, y representar de forma cómica y muy acertada temas de actualidad nacional. Sin duda, uno de los principales aciertos del director; gran parte del filme se sostiene gracias a ello, pues cada escena te roba una risa casi sin querer. Santiago, después de haber estrenado las mediocres tercena y la cuarta entrega, ha elaborado un guion más “coherente” -si al disparatado argumento se le puede definir de ese modo-, con una historia bien definida de principio a fin. Ese había sido el principal fallo de los dos filmes predecesores: una historia sin historia y una trama sin trama, donde los personajes y las escenas cómicas guiaban la acción, pero no parecían tener conexión; faltaba algo, faltaba un guion más fuerte y más amoldado a `El Brazo Tonto de la Ley´ que  hizo triunfar y catapultar a la fama a Santiago Segura en el año 1998 -aunque ya había ganado un Goya a mejor actor revelación por su papel en `El Día de la Bestia´ (Álex de la Iglesia, 1995)-.Otro de los errores más comunes en sus anteriores películas ha sido el uso excesivo de cameos y la importancia que se les daba dentro de la historia. Parecía una forma de rellenar minutos en pantalla. No obstante, esta quinta entrega, aunque asustase por la participación de Jesús Janeiro, no comete los mismos fallos. Los cameos surgen de un modo espontáneo para producir la risa en el espectador en un momento determinado; para nada están forzados. Y, en cuanto a la actuación de Jesús, más conocido por todos como Jesulín de Ubrique, no hay mucho que añadir: tiene menos diálogo de lo que se esperaba y cuando se convierte en el foco de atención lo hace bastante bien. Según declaraciones de Segura, “elegí a Jesús porque me parecía un hombre gracioso”. No se ha equivocado, al fin y al cabo; aunque he de reconocer que a mí no me hizo ni pizca de gracia cuando me enteré de la noticia, pues Kiko Rivera en la anterior entrega dejó mucho que desear en comparación con otros grandes compañeros de Torrente como Gabino Diego o Javier Cámara.Y ahí llega la siguiente cuestión que plantea la película: el regreso del Cuco. Aunque ya no es representado por el mítico Gabino Diego, Julián López se defiende bastante bien y realiza un notable trabajo: hace de reir, que es la esencia de una comedia. Destacar a otros personajes del elenco, como Fernando Esteso, Florentino Fernández y, en especial, Carlos Areces. Sus apariciones en la gran pantalla aseguran una sonrisa. Mención honorífica para Areces, como ya he dicho antes, que nos brinda los mejores momentos del filme; junto con Santiago Segura y Julian López, y el actor norteamericano Alec Baldwin, de los mejores.Como acabo de mencionar en la última frase del anterior párrafo, Torrente 5 cuenta con la participación estelar del actor estadounidense Alec Baldwin, quien aparece deleitándonos con numerosas frases en español -casi todo su diálogo- combinado con elocuentes expresiones en inglés. Es sin duda uno de los platos fuertes de la película; merece la pena verlo. También se reincorporan otros personajes míticos de la saga -no desvelaré nada- que si eres fan o seguidor de Torrente te harán reír nada más verlos en pantalla.Vuelvo a reiterar que el principal acierto de Santiago Segura a la hora de realizar la quinta entrega ha sido construir un guion más sólido y representar una historia con su introducción -Torrente se encuentra una España sumida en una terrible y extraña crisis-, desarrollo -reúne a un equipo de singulares personajes para atracar un casino- y una conclusión que podría derivar en una nueva película… ¿o no? ¿Quién sabe? La taquilla, la crítica y sobre todo el público lo dirá. No obstante, pienso que nos encontramos ante una buena película de Torrente, aunque pueda recibir críticas por los cuatro costados por emplear el adjetivo “bueno” a un filme como este, pero ante todo en esta vida hay que ser francos. Desde la primera película, quizá igualada con la segunda -se mueven más o menos en la misma franja- no habíamos visto nada parecido. Como ya he dicho en los párrafos anteriores, la tercena y cuarta entrega dejan mucho que desear, pero `Operación Eurovegas´ devolverá la ilusión a los más fieles seguidores de la saga.¿Recomendable para verla en el cine? Sin duda, primero porque es cine español y siempre hay que ayudar a salvarlo. Segundo, porque pienso que dentro de la disparatada historia nos encontramos ante una buena comedia -OJO, no hablo de una gran película u obra de arte- que te hará de reír y te sacará una sonrisa. Para los seguidores de la saga, simplemente decir que adelante. Para los que ni fu ni fa que se animen a contribuir al cine español y a pasar un buen rato. Y para todos aquellos que directamente odian la saga, invitarlos  a ver la última entrega, pues los chistes machistas, obscenos, etcétera, siguen apareciendo, pero en menor medida. Una película pensada única y exclusivamente para entretener al público y al espectador. Y sinceramente creo que lo consigue. Ya que nos tragamos incontables e infumables comedias americanas todos los años, ¿por qué no deberíamos ver `Torrente´?
Comedia|"Es un doble sentimiento el que tengo con Santiago Segura: por un lado lo admiro profundamente, porque sabe perfectamente cómo funciona el público del cine en nuestro país-nos guste o no-; por el otro lado, no me gusta nada el humor escatológico (y muchas veces, fácil) que utiliza para conectar con ese público, que corea los chistes, los imita, convirtiéndolo casi en un fenómeno sociológico. Pero ojito, no nos equivoquemos: Segura es un avezadísimo cineasta, cinéfilo, que conoce perfectamente el séptimo arte, tanto el cine comercial, como el cine más elitista; y si hace este tipo de cine es porque quiere. Así de claro y así de lícito. Es un producto para venderse, y lo ha logrado. Impecable, y punto. Otra cosa es que estemos o no de acuerdo con este tipo de películas, pero también me parece falsario que adulemos comedietas americanas de medio pelo (tipo ""Resacón en Las Vegas"", ya que hablamos de EuroVegas...) y en cambio critiquemos a Segura por hacer una fórmula comercial desde nuestro país (y que hasta la llegada del fenómeno de ""Ocho apellidos vascos"", era la saga más taquillera en la historia del cine español...). Soy de los que cree que hacer este tipo de cine es tan o más difícil que hacer películas que mucha gente considera ""artísticas"", ya que la comedia es lo más arriesgado. Y que funcione, ya ni te cuento... pero el caso es que funciona. No una, ni dos, sino hasta cuatro ocasiones. Vale, con sus altibajos, pero hay que reconocer en la saga momentos realmente divertidos, secuencias de acción que ya la quisieran no solo en nuestro país, sino en el mismísimo Hollywood, y una producción espectacular (por ejemplo, utilizando para ""Torrente 4"" la misma tecnología 3d que utilizó James Cameron en ""Avatar"", y no, esto no es una broma, es rigurosamente cierto). Por eso me he quedado un poco frío con esta quinta parte, ya que aunque tiene sus aciertos parciales, en su planteamiento flojea un poquito, ya que es un calco de ""Ocean's Eleven"" de Steven Soderbergh (reconocido por el propio Segura en entrevistas, que casi estuvo a punto de llamar a la película ""Torrente's Eleven"", o casi mejor, yo la llamaría ""Cutre's Eleven). Si los anteriores títulos de créditos eran buenos, los de esta quinta parte -que son una recreación de los de la reciente ""Casino Royale"", el reboot de James Bond- son impresionantes. (SIGUE EN SPOILER SIN SPOILER POR FALTA DE ESPACIO)"
Comedia|Esto era una señora que tenía un perro que se llamaba mis tetas.Un día, mientras paseaba a su perro, este se perdió.Asustada e impotente la señora acudió al policía más cercano y le preguntó:- Disculpe, ¿ha visto usted a mis tetas?.A lo que el policía respondió:- No, pero me encantaría verlas.¿Te suena de algo este chiste?, ¿ya no te hace gracia?. Entonces no vayas a ver Perdiendo el Norte.
Drama|Almodóvar ha vuelto, y a su regreso se suman otros regresos, que convierten el estreno de “Volver” en un memorable acontecimiento.Con “Volver” regresa tras un paréntesis de 18 años, la musa almodovariana por excelencia en los 80, la excepcional Carmen Maura, que brilla con luz propia, haciéndonos revivir sus excelentes interpretaciones en “Que he hecho yo para merecer esto” en 1984 o “Mujeres al borde de un ataque de nervios”  en 1988.Vuelve también Penélope Cruz, en absoluto estado de gracia, rescatada de su mediocre carrera norteamericana, para hacerla ascender meteóricamente , prótesis de caderas  incluida, al firmamento de las grandes musas del neorrealismo italiano, permitiendo residir a nuestra internacional estrella en el Olimpo cinéfilo en el que moran los recuerdos de Anna Magnani, Sophia Loren o Claudia Cardinale.También supone el regreso del realizador manchego a su patria chica, La Mancha, que es retratada con óptica surrealista, seguramente rememorando  mundos y sensaciones infantiles, con la misma habilidad con que tantas veces ha reflejado los fríos y coloristas escenarios urbanos de  la “movida” madrileña.Regresa también al universo femenino, a las historias corales de mujeres, en el que además de las actrices citadas, destacan las brillantes y conmovedoras interpretaciones de Lola Dueñas, Chus Lampreave y Blanca Portillo.“Volver” es en definitiva la historia de varios regresos, y el más destacable de éstos es el que supone regresar al mejor cine de Almodóvar, aquel que sabe sortear con habilidad un guión que se presta a la sordidez, para crear una tierna historia de amor, narrada a través una inspirada conjugación de géneros, pasando de la comedia al melodrama, del costumbrismo social al esperpento y de la intriga al fantástico, demostrando que su talento ha alcanzado una madurez que, lamentablemente, una gran parte de la crítica patria, obstinadamente le sigue negando.
Drama|"No puedo creer que sea de Almodóvar. En serio. La he visto en un esfuerzo por vencer mi escepticismo respecto a este personaje que nunca ha sido en absoluto santo de mi devoción, y de hecho ya lo dejé claro en mi crítica de ""Mujeres al borde de un ataque de nervios"", tras los bodrios suyos que me aventuré a ver alguna vez, para mi arrepentimiento. Algunos amigos me decían que le diese una oportunidad, que ""Volver"" no era una de sus clásicas chabacanerías elevadas al cubo.Yo aún así no estaba convencida. Me olía a algo similar a la fama de ciertos famosos que se ponen de moda sin que en ello medie mérito alguno y a todo Cristo le da por encumbrarlos, por el instinto borreguil que muchos, mejor que peor, llevamos dentro.Si el director manchego es capaz de filmar una película sorprendente, bastante sobria (para lo que acostumbra), también impactante sin contradecir lo que he afirmado sobre su sobriedad,  y capaz de tocarme las fibras, entonces es una lástima que no se prodigue más a menudo con productos decentes como éste. Independientemente de la opinión personal que me merezca Almodóvar (me cae mal, lo reconozco) y de los desaciertos de su filmografía (desde mi punto de vista, por supuesto), ""Volver"" me parece una gran película. Y esto lo digo con toda la humildad del mundo. No sé si la extendidísima y delirante fama del director está realmente tan justificada (no para mi criterio), pero al menos esta película sí merece un gran reconocimiento.A lo mejor es porque, por una vez, los personajes son creíbles y el guión no desvaría. A lo mejor es porque Raimunda (Penélope) consigue ir metiéndose en mi bolsillo poco a poco.A lo mejor es porque Carmen Maura está espléndida en su naturalidad de siempre.A lo mejor es porque es una historia de mujeres que respeta la inteligencia de todas las mujeres, y que habla de cosas que suceden en cualquier parte. A lo mejor es porque todos hemos oído o incluso vivido o sido testigos de historias similares en nuestro entorno, de ésas que ponen los vellos de punta, truculentas pero no menos ciertas. Porque todo tiene ese regusto a pueblo, a la casa de los abuelos que huele a antiguo, a los vecinos generosos, supersticiosos y cotillas, a las mujeres de edad enlutadas, a paredes encaladas, a puertas y postigos de gruesa madera vieja. Yo he saboreado todo eso, porque crecí en un pueblo, oyendo toda clase de rumores e historias, algunas de las cuales no eran muy diferentes de la que acontece en ""Volver"".A lo mejor es porque me ha gustado la banda sonora, porque me he conmovido, porque he sentido horror.Porque he sentido el dolor y la redención bajo las ráfagas de viento."
